"No.","Stream index","Time","Source","Destination","Protocol","Length","Info","Http Time","iRTT","Time since first frame in this TCP stream","The RTT to ACK the segment was","Time to live","Total Length IP Frame","Bytes in flight (http payload)","Bytes in flight"
"8049","713","134.815134","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001132000","0.430640000","","61","245","193","193"
"8086","715","135.412122","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.003710000","0.306398000","","61","241","189","189"
"8104","717","135.692396","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002433000","0.334737000","","61","245","193","193"
"8114","719","135.833276","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001900000","0.271106000","","61","241","189","189"
"8151","721","136.361766","37.120.249.45","192.168.0.100","HTTP","267","GET / HTTP/1.1 ","","0.004327000","0.283752000","","61","253","201","201"
"8169","721","136.568986","37.120.249.45","192.168.0.100","HTTP","267","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.004327000","0.490972000","","61","253","201","201"
"8186","725","137.406001","37.120.249.45","192.168.0.100","HTTP","271","GET / HTTP/1.1 ","","0.001577000","0.902021000","","61","257","205","205"
"8188","727","137.406288","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001159000","0.750170000","","61","245","193","193"
"8221","729","138.090871","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002119000","0.684459000","","61","237","185","185"
"8254","731","138.534941","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001608000","0.259919000","","61","245","193","193"
"8259","733","138.654744","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.003875000","0.272575000","","61","241","189","189"
"8286","735","139.111894","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001489000","0.437708000","","61","241","189","189"
"8298","735","139.314901","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001489000","0.640715000","","61","241","189","189"
"8325","737","139.717964","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001957000","0.318426000","","61","245","193","193"
"8343","737","139.922283","37.120.249.45","192.168.0.100","HTTP","259","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001957000","0.522745000","","61","245","193","193"
"8345","739","140.005918","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.004036000","0.344873000","","61","241","189","189"
"8358","741","140.291261","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002045000","0.431598000","","61","237","185","185"
"8396","743","140.858651","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001612000","0.279737000","","61","241","189","189"
"8414","743","141.062292","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001612000","0.483378000","","61","241","189","189"
"8416","745","141.161049","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002050000","0.329098000","","61","237","185","185"
"8427","745","141.372682","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002050000","0.540731000","","61","237","185","185"
"8429","747","141.397342","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.007381000","0.393201000","","61","241","189","189"
"8471","749","142.025968","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.003120000","0.334410000","","61","241","189","189"
"8489","751","142.312246","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002777000","0.367847000","","61","245","193","193"
"8502","753","142.600764","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001297000","0.491722000","","61","241","189","189"
"8540","755","143.179265","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001588000","0.324161000","","61","245","193","193"
"8558","757","143.444002","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002138000","0.340102000","","61","241","189","189"
"8571","759","143.703661","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001027000","0.376740000","","61","233","181","181"
"8608","761","144.318783","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001503000","0.364948000","","61","237","185","185"
"8626","763","144.620320","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002547000","0.406235000","","61","237","185","185"
"8640","765","144.828438","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002120000","0.364410000","","61","241","189","189"
"8677","767","145.324578","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.000980000","0.375898000","","61","245","193","193"
"8682","769","145.458769","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002147000","0.274795000","","61","241","189","189"
"8702","769","145.663296","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002147000","0.479322000","","61","241","189","189"
"8708","771","145.861461","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002427000","0.328514000","","61","241","189","189"
"8748","774","146.444362","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001941000","0.295528000","","61","241","189","189"
"8753","776","146.460616","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001029000","0.266905000","","61","245","193","193"
"8770","774","146.648443","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001941000","0.499609000","","61","241","189","189"
"8773","776","146.661465","37.120.249.45","192.168.0.100","HTTP","259","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001029000","0.467754000","","61","245","193","193"
"8780","778","146.918521","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.001772000","0.333228000","","61","249","197","197"
"8792","778","147.135468","37.120.249.45","192.168.0.100","HTTP","263","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001772000","0.550175000","","61","249","197","197"
"8823","780","147.573701","37.120.249.45","192.168.0.100","HTTP","267","GET / HTTP/1.1 ","","0.001663000","0.369817000","","61","253","201","201"
"8839","782","147.774640","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002142000","0.321737000","","61","245","193","193"
"8849","784","147.964698","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002261000","0.328472000","","61","241","189","189"
"8895","786","148.805512","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001766000","0.319719000","","61","245","193","193"
"8912","788","148.983735","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002219000","0.357739000","","61","241","189","189"
"8926","790","149.209694","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001017000","0.335673000","","61","241","189","189"
"8954","792","149.794275","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.003243000","0.338807000","","61","245","193","193"
"8972","792","149.999512","37.120.249.45","192.168.0.100","HTTP","259","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.003243000","0.544044000","","61","245","193","193"
"8989","794","150.316882","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001445000","0.391899000","","61","241","189","189"
"8995","796","150.353685","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.003542000","0.289977000","","61","233","181","181"
"9017","798","150.705600","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.000980000","0.337021000","","61","237","185","185"
"9058","800","151.423645","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.005104000","0.278584000","","61","237","185","185"
"9073","802","151.560689","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002815000","0.345617000","","61","233","181","181"
"9082","802","151.764528","37.120.249.45","192.168.0.100","HTTP","247","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002815000","0.549456000","","61","233","181","181"
"9084","804","151.850343","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.005449000","0.383966000","","61","237","185","185"
"9125","806","152.578287","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001557000","0.284606000","","61","237","185","185"
"9144","808","152.875626","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002161000","0.324369000","","61","233","181","181"
"9156","810","153.133894","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003893000","0.415057000","","61","237","185","185"
"9192","812","153.703778","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001509000","0.335398000","","61","237","185","185"
"9209","814","153.938423","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002548000","0.384980000","","61","241","189","189"
"9222","816","154.148121","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002738000","0.349597000","","61","245","193","193"
"9251","818","154.663984","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001614000","0.254034000","","61","241","189","189"
"9283","820","155.193786","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001950000","0.389559000","","61","237","185","185"
"9288","822","155.246956","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002598000","0.298656000","","61","241","189","189"
"9304","820","155.397708","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001950000","0.593481000","","61","237","185","185"
"9319","824","155.890490","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001980000","0.506227000","","61","245","193","193"
"9362","826","156.305488","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.001008000","0.281982000","","61","249","197","197"
"9371","829","156.533393","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002269000","0.362107000","","61","241","189","189"
"9402","831","157.080745","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.005860000","0.486266000","","61","241","189","189"
"9430","833","157.419547","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.003148000","0.339722000","","61","245","193","193"
"9437","835","157.558174","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.009708000","0.392187000","","61","241","189","189"
"9455","835","157.785380","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.009708000","0.619393000","","61","241","189","189"
"9469","837","158.117981","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.026995000","0.384134000","","61","237","185","185"
"9501","839","158.648664","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001076000","0.395058000","","61","241","189","189"
"9506","841","158.672929","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.003975000","0.279622000","","61","237","185","185"
"9524","841","158.878944","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.003975000","0.485637000","","61","237","185","185"
"9537","843","159.340955","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001706000","0.526922000","","61","241","189","189"
"9570","845","159.756066","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002075000","0.287592000","","61","233","181","181"
"9576","847","159.878175","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002036000","0.269647000","","61","237","185","185"
"9604","849","160.313055","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001177000","0.319940000","","61","237","185","185"
"9616","849","160.515090","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001177000","0.521975000","","61","237","185","185"
"9642","851","160.879067","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.006658000","0.278834000","","61","241","189","189"
"9662","853","161.128201","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002491000","0.369340000","","61","245","193","193"
"9675","855","161.418151","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001151000","0.439006000","","61","241","189","189"
"9713","857","161.987948","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.005392000","0.302795000","","61","241","189","189"
"9730","859","162.278139","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002190000","0.353554000","","61","241","189","189"
"9743","861","162.519664","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002135000","0.389938000","","61","245","193","193"
"9781","864","163.100505","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.003314000","0.297353000","","61","233","181","181"
"9800","866","163.352808","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002471000","0.279627000","","61","237","185","185"
"9809","868","163.489755","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001533000","0.306662000","","61","233","181","181"
"9817","866","163.558804","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002471000","0.485623000","","61","237","185","185"
"9840","870","164.044150","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001550000","0.271033000","","61","237","185","185"
"9872","872","164.564642","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002163000","0.386287000","","61","237","185","185"
"9877","874","164.600560","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.006392000","0.282412000","","61","241","189","189"
"9894","874","164.813554","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.006392000","0.495406000","","61","241","189","189"
"9907","876","165.270951","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.008036000","0.524470000","","61","245","193","193"
"9940","878","165.803740","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001839000","0.390323000","","61","241","189","189"
"9945","880","165.825541","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001135000","0.267480000","","61","241","189","189"
"9960","878","166.005951","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001839000","0.592534000","","61","241","189","189"
"9979","882","166.503304","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.003088000","0.537930000","","61","245","193","193"
"10011","884","167.037786","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.001009000","0.394427000","","61","249","197","197"
"10016","886","167.068004","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001644000","0.262726000","","61","241","189","189"
"10041","888","167.557053","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002407000","0.344527000","","61","245","193","193"
"10092","890","168.136641","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.001587000","0.292154000","","61","249","197","197"
"10134","892","168.407568","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.004892000","0.304069000","","61","241","189","189"
"10145","895","168.497814","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001486000","0.274928000","","61","241","189","189"
"10175","897","169.117511","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.003991000","0.374637000","","61","245","193","193"
"10208","899","169.587518","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002081000","0.384679000","","61","241","189","189"
"10215","901","169.668055","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001634000","0.325292000","","61","241","189","189"
"10247","903","170.254264","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001530000","0.441815000","","61","241","189","189"
"10278","905","170.783542","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.000999000","0.394325000","","61","245","193","193"
"10283","907","170.846016","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001515000","0.312562000","","61","241","189","189"
"10313","909","171.483222","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001353000","0.494319000","","61","241","189","189"
"10346","911","172.008262","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001366000","0.394144000","","61","245","193","193"
"10352","913","172.053928","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002075000","0.295857000","","61","241","189","189"
"10383","915","172.702420","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001577000","0.509469000","","61","233","181","181"
"10416","917","173.227538","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002039000","0.385870000","","61","237","185","185"
"10422","919","173.257429","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002540000","0.271886000","","61","233","181","181"
"10440","917","173.446925","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002039000","0.605257000","","61","237","185","185"
"10452","921","173.892406","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.013478000","0.479134000","","61","237","185","185"
"10485","923","174.412604","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001936000","0.382697000","","61","233","181","181"
"10491","925","174.423157","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002109000","0.260450000","","61","237","185","185"
"10520","927","175.089492","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001179000","0.524812000","","61","237","185","185"
"10552","929","175.634485","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001705000","0.398441000","","61","241","189","189"
"10558","931","175.647232","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001009000","0.259540000","","61","245","193","193"
"10598","933","176.334922","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.002146000","0.547064000","","61","249","197","197"
"10630","935","176.862560","37.120.249.45","192.168.0.100","HTTP","267","GET / HTTP/1.1 ","","0.001211000","0.389952000","","61","253","201","201"
"10636","937","176.887399","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002018000","0.273792000","","61","245","193","193"
"10651","935","177.065431","37.120.249.45","192.168.0.100","HTTP","267","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001211000","0.592823000","","61","253","201","201"
"10669","939","177.557692","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001555000","0.525202000","","61","241","189","189"
"10704","941","178.068980","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.001070000","0.388344000","","61","245","193","193"
"10710","943","178.107310","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002107000","0.284821000","","61","241","189","189"
"10742","945","178.702305","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002927000","0.464770000","","61","241","189","189"
"10760","945","178.905196","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002927000","0.667661000","","61","241","189","189"
"10776","947","179.152950","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.000997000","0.405110000","","61","245","193","193"
"10795","949","179.392119","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.004051000","0.387573000","","61","241","189","189"
"10807","951","179.678319","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001222000","0.425711000","","61","233","181","181"
"10844","953","180.237264","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.010219000","0.304784000","","61","237","185","185"
"10861","955","180.377062","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001570000","0.269578000","","61","237","185","185"
"10872","957","180.667129","37.120.249.45","192.168.0.100","HTTP","243","GET / HTTP/1.1 ","","0.002073000","0.309783000","","61","229","177","177"
"10887","957","180.871130","37.120.249.45","192.168.0.100","HTTP","243","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002073000","0.513784000","","61","229","177","177"
"10921","959","181.464826","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001566000","0.407589000","","61","241","189","189"
"10937","961","181.702381","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002560000","0.499953000","","61","245","193","193"
"10950","963","181.994112","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.033534000","0.529526000","","61","241","189","189"
"10986","965","182.582209","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001570000","0.331583000","","61","241","189","189"
"11007","967","182.867644","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.002044000","0.375419000","","61","245","193","193"
"11017","969","183.112354","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002149000","0.388390000","","61","241","189","189"
"11054","971","183.652830","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001588000","0.264180000","","61","237","185","185"
"11071","973","183.939398","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002576000","0.305367000","","61","233","181","181"
"11084","975","184.194838","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001121000","0.402673000","","61","233","181","181"
"11124","977","184.647896","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.000991000","0.385596000","","61","233","181","181"
"11141","979","184.816779","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002206000","0.308804000","","61","237","185","185"
"11147","977","184.849909","37.120.249.45","192.168.0.100","HTTP","247","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.000991000","0.587609000","","61","233","181","181"
"11159","981","185.112008","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001341000","0.352923000","","61","241","189","189"
"11178","981","185.318947","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001341000","0.559862000","","61","241","189","189"
"11197","983","185.657161","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.005592000","0.369445000","","61","241","189","189"
"11215","985","185.871902","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001298000","0.332961000","","61","241","189","189"
"11229","987","186.161763","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002927000","0.374616000","","61","237","185","185"
"11268","989","186.727301","37.120.249.45","192.168.0.100","HTTP","271","GET / HTTP/1.1 ","","0.001545000","0.314796000","","61","257","205","205"
"11289","991","186.993081","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.003187000","0.325904000","","61","233","181","181"
"11302","993","187.247047","37.120.249.45","192.168.0.100","HTTP","271","GET / HTTP/1.1 ","","0.004669000","0.375032000","","61","257","205","205"
"11339","995","187.816171","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002192000","0.323836000","","61","241","189","189"
"11363","997","188.109133","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002344000","0.359333000","","61","241","189","189"
"11371","999","188.311766","37.120.249.45","192.168.0.100","HTTP","259","GET / HTTP/1.1 ","","0.003214000","0.354637000","","61","245","193","193"
"11395","999","188.516479","37.120.249.45","192.168.0.100","HTTP","259","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.003214000","0.559350000","","61","245","193","193"
"11411","1001","188.798781","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.002201000","0.405827000","","61","233","181","181"
"11417","1003","188.899893","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001604000","0.254891000","","61","233","181","181"
"11447","1005","189.473660","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.004639000","0.445063000","","61","241","189","189"
"11480","1007","189.981912","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001833000","0.390029000","","61","237","185","185"
"11486","1009","190.018719","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.004092000","0.285779000","","61","249","197","197"
"11502","1007","190.185842","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001833000","0.593959000","","61","237","185","185"
"11515","1011","190.522007","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002931000","0.357999000","","61","241","189","189"
"11553","1013","191.132410","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001564000","0.345379000","","61","237","185","185"
"11568","1015","191.274658","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002243000","0.390777000","","61","241","189","189"
"11576","1013","191.338492","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.001564000","0.551461000","","61","237","185","185"
"11580","1015","191.482880","37.120.249.45","192.168.0.100","HTTP","255","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002243000","0.598999000","","61","241","189","189"
"11582","1017","191.516638","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001398000","0.384058000","","61","237","185","185"
"11623","1019","192.186970","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.001765000","0.283779000","","61","237","185","185"
"11644","1021","192.473917","37.120.249.45","192.168.0.100","HTTP","247","GET / HTTP/1.1 ","","0.001521000","0.407055000","","61","233","181","181"
"11654","1023","192.707290","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002245000","0.385212000","","61","237","185","185"
"11690","1025","193.239790","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.005617000","0.397603000","","61","241","189","189"
"11711","1027","193.443583","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002088000","0.344229000","","61","237","185","185"
"11722","1027","193.648396","37.120.249.45","192.168.0.100","HTTP","251","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002088000","0.549042000","","61","237","185","185"
"11725","1029","193.747046","37.120.249.45","192.168.0.100","HTTP","251","GET / HTTP/1.1 ","","0.002353000","0.453944000","","61","237","185","185"
"11763","1032","194.327102","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.002100000","0.327988000","","61","241","189","189"
"11781","1034","194.612970","37.120.249.45","192.168.0.100","HTTP","263","GET / HTTP/1.1 ","","0.002595000","0.340746000","","61","249","197","197"
"11793","1034","194.818413","37.120.249.45","192.168.0.100","HTTP","263","[TCP Spurious Retransmission] GET / HTTP/1.1 ","","0.002595000","0.546189000","","61","249","197","197"
"11795","1036","194.873376","37.120.249.45","192.168.0.100","HTTP","255","GET / HTTP/1.1 ","","0.001969000","0.404011000","","61","241","189","189"
